"created_at","id","text"
"2022-04-10T22:18:42.000Z","1513280339099140096","RT @AdrianMCF: En un mundo paralelo, Alonso no ha tenido ningún problema de fiabilidad en ninguna carrera.\n\nHa acabado 5º en Baréin sin fug…"
"2022-04-10T22:18:38.000Z","1513280322330312704","@zaheer_s_2619 Jeddah"
"2022-04-10T22:18:38.000Z","1513280318752854017","@Jeddah_Radio @_Mrehem_77 \n\nتُعد واحة الأحساء أكبر واحة في العالم، حيث تبلغ مساحتها حوالي 85.4 كلومتر مربع (33.0 ميلمتر مربع). تتوفر على أكثر من 2.5 مليون شجرة نخيل بما في ذلك نخيل التمر ،، واحة الاحسسسساء✨✨\n.\n#برنامج_90_في_30"
"2022-04-10T22:18:23.000Z","1513280257545191426","@Jeddah_Radio الاجابه واحة  الأحساء بالسعودية بالمنطقة الشرقيه\n\n     #برنامج_90_في_30"
"2022-04-10T22:17:39.000Z","1513280072202997762","@Jeddah_Radio تُعد واحة الأحساء أكبر واحة في العالم، حيث تبلغ مساحتها حوالي 85.4 كلومتر مربع (33.0 ميلمتر مربع). تتوفر على أكثر من 2.5 مليون شجرة نخيل بما في ذلك نخيل التمر ،، واحة الأحساء✨✨\n.\n.\n.\n.\n.\n.\n#برنامج_90_في_30"
"2022-04-10T22:17:31.000Z","1513280041442029570","@Jeddah_Radio @AbuRayan345 تُعد واحة الأحساء أكبر واحة في العالم، حيث تبلغ مساحتها حوالي 85.4 كلومتر مربع (33.0 ميلمتر مربع). تتوفر على أكثر من 2.5 مليون شجرة نخيل بما في ذلك نخيل التمر ،، واحة الاحسسسساء✨✨\n.\n#برنامج_90_في_30"
"2022-04-10T22:17:30.000Z","1513280034890555392","@Jeddah_Radio لوحة القهوة للفنانة عهود المالكي \n.\n.\n.\n.\n#برنامج_90_في_30"
"2022-04-10T22:17:26.000Z","1513280016938901517","@Jeddah_Radio لوحة القهوة للفنانة عهود المالكي \n.\n.\n.\n.\n#برنامج_90_في_30"
"2022-04-10T22:17:19.000Z","1513279987482304518","@Jeddah_Radio تُعد واحة الأحساء أكبر واحة في العالم، حيث تبلغ مساحتها حوالي 85.4 كلومتر مربع (33.0 ميلمتر مربع). تتوفر على أكثر من 2.5 مليون شجرة نخيل بما في ذلك نخيل التمر ،، واحة الاحسسسساء✨✨\n.\n#برنامج_90_في_30"
"2022-04-10T22:17:11.000Z","1513279953802043392","I'm at Alshatee football court in Jeddah, Makkah https://t.co/mIKN9VxzAw"
"2022-04-10T22:16:55.000Z","1513279888370851845","@Jeddah_Radio #جدة_اف_ام                      #برنامج_90_في_30  واحة الاحساء"
"2022-04-10T22:16:31.000Z","1513279786042466320","@Coffe_jeddah @swisstaste1 @Mala_Sarr31"
"2022-04-10T22:16:28.000Z","1513279774709456896","RT @Coffe_jeddah: شاركنا وادخل السحب 😍\nطبق الشروط وفالك الفوز\n🥳 \nشروط المسابقة:\n-متابعة حسابنا @Coffe_jeddah \n-متابعة حساب @swisstaste1 \n\n-…"
"2022-04-10T22:16:15.000Z","1513279719218765828","@Jeddah_Radio واحة الأحساء🤍\n\n #برنامج_90_في_30"
"2022-04-10T22:16:01.000Z","1513279664084729866","@Jeddah_Radio لوحة القهوة للفنانة عهود المالكي \n.\n.\n.\n.\n#برنامج_90_في_30"
"2022-04-10T22:15:59.000Z","1513279655540891653","RT @TinaBea11: Massage and happy ending in Jeddah 0546818724 https://t.co/KWip0XXYfp"
"2022-04-10T22:15:55.000Z","1513279635966017544","@Jeddah_Radio واحة الاحسسسساء✨✨\n.\n.\n\n.\n\n.\n\n.\n.\n#برنامج_90_في_30"
"2022-04-10T22:15:38.000Z","1513279564440551428","@Jeddah_Radio لوحة القهوة للفنانة عهود المالكي \n.\n.\n.\n.\n#برنامج_90_في_30"
"2022-04-10T22:15:35.000Z","1513279551803207685","RT @AdrianMCF: En un mundo paralelo, Alonso no ha tenido ningún problema de fiabilidad en ninguna carrera.\n\nHa acabado 5º en Baréin sin fug…"
"2022-04-10T22:15:21.000Z","1513279493808476173","RT @DerAdeem: @JED_SEASON رجاء اذا بتس مو جايين اعلنوا لا تخلونا معلقين و لاتستخدمون الفانز كترويج للموسم لطفًا يعني🥺تعبنا بما فيه الكفاية…"
"2022-04-10T22:15:17.000Z","1513279476582563840","@Coffe_jeddah @swisstaste1 تم \nيارب \n\n@meema446 \n@farih_12 \n@fatnso3od\n\nيارب 🙏"
"2022-04-10T22:14:52.000Z","1513279374732242952","@Coffe_jeddah @swisstaste1 تم \nيارب \n\n🤲🤲🤲🤲🤲\n\n@meema446 \n@farih_12 \n@fatnso3od"
"2022-04-10T22:14:39.000Z","1513279319728140301","@Jeddah_Radio واحة الأحساء بالسعودية بالمنطقة الشرقيه\n.\n. \n🌸\n#برنامج_90_في_30"
"2022-04-10T22:14:38.000Z","1513279314233630721","@Coffe_jeddah @swisstaste1 تم \nيارب \n\n…\n@meema446 \n@farih_12 \n@fatnso3od"
"2022-04-10T22:14:35.000Z","1513279300040015872","U like massage now,I'm available\n📞Watssap_0542706840\n✅Massage_jeddah\n✅Massage body relaxing\n✅Massage body to body\nI'm Alex❤️ https://t.co/ihqu1f6z2d"
"2022-04-10T22:14:32.000Z","1513279289260711946","@Jeddah_Radio واحة الأحساء \n#برنامج_90_في_30"
"2022-04-10T22:14:32.000Z","1513279288027590659","@Jeddah_shqq كيف واتس وانت ماعندك"
"2022-04-10T22:14:31.000Z","1513279286517579780","@Jeddah_Radio واحة الأحساء بالسعودية بالمنطقة الشرقيه\n.\n. \n.\n\n#برنامج_90_في_30"
"2022-04-10T22:14:31.000Z","1513279283577462796","@Coffe_jeddah @swisstaste1 …تم \nيارب \n\n@meema446 \n@farih_12 \n@fatnso3od"
"2022-04-10T22:14:26.000Z","1513279263138586635","I'm at Starbucks in Jeddah, Makkah w/ @hishamsabban https://t.co/m0S4CHWfur"
"2022-04-10T22:14:25.000Z","1513279259162431496","@Jeddah_Radio واحة الأحساء بالسعودية بالمنطقة الشرقيه\n.\n. \n\n#برنامج_90_في_30"
"2022-04-10T22:14:23.000Z","1513279249326686215","@Coffe_jeddah @swisstaste1 تم \nيارب \n\n@meema446 \n@farih_12 \n@fatnso3od\n\n…"
"2022-04-10T22:14:18.000Z","1513279230037135364","- ARABIAN - KHALEEJI POPULAR MUSIC CONCERTS\n       GRAND SAUDI ARABIAN MUSIC FESTIVALS\n    of  The GREAT SAUDI ARABIAN MUSIC SINGER :\n                             - MOHAMED ABDU \n                    - JEDDAH  /  SAUDI ARABIA -\n                    - VIDEOS SONGS :  1 - 8 - 9"
