"created_at","id","text"
"2022-04-11T20:04:40.000Z","1513608996145582080","@najran_najran_ @hissah290 مو عشان فلوس بس يحسون البنت مملوكه للعائله"
"2022-04-11T20:03:00.000Z","1513608573284237315","@Najran_Univers اي طالب يريد مساعده في الحلول ول واجبات لكل المواد يجي خاص بمقابل مادي اسعار رمزيه حلول مضمونة درجه كامله \n☏☎لتواصل معي على الواتساب على الرقم\nhttps://t.co/RP2wtupiE2\n📂بحوث  جامعية\n📊مشاريع تخرج\n📐واجبات وانشطة\n📚كويزات\n📄اختبارات\n📃عروض بوربوينت"
"2022-04-11T20:01:16.000Z","1513608138108383233","@Najran_Univers طريقة التسجيل ؟"
"2022-04-11T19:52:31.000Z","1513605937101217793","دهکده ای چهل‌کان‌شهر - ولسوالی شهر بزرگ بدخشان؛\n\nعکس از ""گردشگری بدخشان""\n@najran_toursim \n@RomainaTourismG \n@KabulStreetView \n@HamasaBadakhsh1 https://t.co/cItmnKQvRH"
"2022-04-11T19:33:56.000Z","1513601259491713032","RT @aaak1987: @1kcoffee @NAJRAN_NOW \n@football_ll55 \n@alteer20 https://t.co/yMTJnTU7Rl"
"2022-04-11T19:25:08.000Z","1513599047340277762","@najran_najran_ @SaudiNews50 البعران ضنو..ان كل الدول ب يشتروها..فوصلو اليمن انصدمو وعرفو حجمهم..انهم عباره عن بقره حلوب بس يخلص حليبها ..يذبحوها"
"2022-04-11T19:22:51.000Z","1513598471856660487","@NajranToday @AKMosaed @royal_najran زان السينما ؟؟؟؟؟؟"
"2022-04-11T18:53:59.000Z","1513591208118992902","@Najran_Univers #استاذ_محاسبة_ادارةاعمال :\nلمساعدات الطلاب في جميع مواد التخصصين \nحل(واجب+اختبارات )شروحات \nبحوثات (واجب +تخرج).\nلتواصل واتساب ادخل الرابط هذا:\nhttps://t.co/nbTi4jRBUF\nاو علئ الخاص تويتر \nوشكرا.\n#الجامعة_السعودية_الالكترونية  #كلية_العلوم_الاداريه\n#طلاب_الجامعة"
"2022-04-11T18:42:44.000Z","1513588373910392840","@najran_najran_ خلاص بعدك نطرد ابوه 😂😂😂"
"2022-04-11T18:42:25.000Z","1513588295279656961","@filt4er TAKDA HI JAVAN INNA TENNU CHAVAN NAJRAN TERE TO NA HATAWAN MAIN"
"2022-04-11T18:36:54.000Z","1513586906088587266","@najran_najran_ قولتك بحصل تعويض 😂😂😂"
"2022-04-11T18:36:25.000Z","1513586784411832322","@sju_najran بالتوفيق أخي الغالي أبوراكان لشخصك ولكافة فريق العمل قدها وقدود أعانكم الله"
"2022-04-11T18:27:30.000Z","1513584544007573513","@1kcoffee @NAJRAN_NOW \n@football_ll55 \n@alteer20 https://t.co/yMTJnTU7Rl"
"2022-04-11T17:58:39.000Z","1513577280186032128","Massage and happy ending in Najran  +966580783513   what Sapp number  +96658783513 https://t.co/2nrTsLqb4p"
"2022-04-11T17:32:39.000Z","1513570737394794502","@NAJRAN_NOW الله يجعلها امطار خير وبركة على البلاد والعباد"
"2022-04-11T17:19:04.000Z","1513567321280987137","@q076c @With_Najran للتواصل والاستفسار كلمني وتساب\nhttps://t.co/F0gMcvjLIp"
"2022-04-11T17:08:14.000Z","1513564593389457420","@sju_najran موفقين يابو ركان أنت وفريقك"
"2022-04-11T17:07:18.000Z","1513564358865006594","@sju_najran وفقكم الله من ابداع الى ابداع ان شاء الله 💚👍"
"2022-04-11T16:01:42.000Z","1513547850466144256","@Najran_Univers @nueducation السلام عليكم تحيه طيبه مكتبنا يقدم لكم خدمات🌹🌹\n📖 الرسائل العلميه\n📝عمل الأبحاث\n📚مشاريع تخرج\n⁦🗒️⁩ترجمه\n⁦🖥️⁩برمجه\n📉تحاليل احصائيه\n📚حل واجبات\n📃مخططات\n📝 تفريغ محاضرات\n📀عروض تقديميه \n📃 النشر في مجله محكمه\n⁦🗒️⁩النشر سكوباس و isi \nللتواصل واتساب📞\n     00201147839493 https://t.co/9WNLeu4iD7"
"2022-04-11T15:58:26.000Z","1513547027199758345","@Najran_Univers @adsc_nu السلام عليكم تحيه طيبه مكتبنا يقدم لكم خدمات🌹🌹\n📖 الرسائل العلميه\n📝عمل الأبحاث\n📚مشاريع تخرج\n⁦🗒️⁩ترجمه\n⁦🖥️⁩برمجه\n📉تحاليل احصائيه\n📚حل واجبات\n📃مخططات\n📝 تفريغ محاضرات\n📀عروض تقديميه \n📃 النشر في مجله محكمه\n⁦🗒️⁩النشر سكوباس و isi \nللتواصل واتساب📞\n     00201147839493 https://t.co/uQrmFilbCk"
"2022-04-11T15:58:06.000Z","1513546945914187780","@Najran_Univers @adsc_nu السلام عليكم تحيه طيبه مكتبنا يقدم لكم خدمات🌹🌹\n📖 الرسائل العلميه\n📝عمل الأبحاث\n📚مشاريع تخرج\n⁦🗒️⁩ترجمه\n⁦🖥️⁩برمجه\n📉تحاليل احصائيه\n📚حل واجبات\n📃مخططات\n📝 تفريغ محاضرات\n📀عروض تقديميه \n📃 النشر في مجله محكمه\n⁦🗒️⁩النشر سكوباس و isi \nللتواصل واتساب📞\n     00201147839493 https://t.co/HeAQ1CZWtK"
